"BACT_628","Helicobacter hepaticus ATCC 51449"
"VIRL_907","Squash leaf curl Philippines virus segment A"
"VIRL_906","Squash leaf curl Philippines virus segment B"
"VIRL_35","Squash leaf curl virus A component DNA"
"VIRL_34","Squash leaf curl virus B component DNA"
"VIRL_2125","Squash leaf curl Yunnan virus"
"VIRL_3037","Squash mild leaf curl virus-[Imperial Valley] DNA A"
"VIRL_3036","Squash mild leaf curl virus-[Imperial Valley] DNA B"
"VIRL_3177","Squash mosaic virus RNA 1"
"VIRL_3176","Squash mosaic virus RNA 2"
"VIRL_1541","Squash vein yellowing virus"
"VIRL_2196","Squash yellow mild mottle virus DNA B"
"VIRL_555","Squirrel monkey polyomavirus"
"VIRL_57","Squirrel monkey retrovirus - HLB"
"VIRL_3152","Sri Lankan cassava mosaic virus DNA A"
"VIRL_3151","Sri Lankan cassava mosaic virus DNA B"
"VIRL_320","St Croix River virus chromosome segment 10"
"VIRL_988","St Croix River virus chromosome segment 2"
"VIRL_352","St Croix River virus chromosome segment 3"
"VIRL_326","St Croix River virus chromosome segment 4"
"VIRL_325","St Croix River virus chromosome segment 5"
"VIRL_324","St Croix River virus chromosome segment 6"
"VIRL_323","St Croix River virus chromosome segment 7"
"VIRL_322","St Croix River virus chromosome segment 8"
"VIRL_321","St Croix River virus chromosome segment 9"
"VIRL_1173","St Croix River virus segment 1"
"VIRL_2095","St. Augustine decline satellite virus"
"VIRL_2876","St. Louis encephalitis virus"
"VIRL_3125","Stachytarpheta leaf curl virus"
"VIRL_456","Staphylococcus phage 11"
"VIRL_985","Staphylococcus phage 187"
"VIRL_2032","Staphylococcus phage 2638A"
"VIRL_2901","Staphylococcus phage 29"
"VIRL_3666","Staphylococcus phage 37"
"VIRL_2030","Staphylococcus phage 3A"
"VIRL_2031","Staphylococcus phage 42e"
"VIRL_2600","Staphylococcus phage 44AHJD"
"VIRL_2904","Staphylococcus phage 47"
"VIRL_2900","Staphylococcus phage 52A"
"VIRL_2906","Staphylococcus phage 53"
"VIRL_2027","Staphylococcus phage 55"
"VIRL_2566","Staphylococcus phage 66"
"VIRL_2907","Staphylococcus phage 69"
"VIRL_2902","Staphylococcus phage 71"
"VIRL_1459","Staphylococcus phage 77"
"VIRL_1554","Staphylococcus phage 80alpha"
"VIRL_2905","Staphylococcus phage 85"
"VIRL_2899","Staphylococcus phage 88"
"VIRL_2898","Staphylococcus phage 92"
"VIRL_2903","Staphylococcus phage 96"
"VIRL_1885","Staphylococcus phage CNPH82"
"VIRL_2029","Staphylococcus phage EW"
"VIRL_2565","Staphylococcus phage G1"
"VIRL_1456","Staphylococcus phage K"
"VIRL_807","Staphylococcus phage P954"
"VIRL_1884","Staphylococcus phage PH15"
"VIRL_2677","Staphylococcus phage phi2958PVL"
"VIRL_2691","Staphylococcus phage phiETA"
"VIRL_3497","Staphylococcus phage phiETA2"
"VIRL_3496","Staphylococcus phage phiETA3"
"VIRL_3495","Staphylococcus phage phiMR11"
"VIRL_459","Staphylococcus phage phiMR25"
"VIRL_2840","Staphylococcus phage phiNM1"
"VIRL_749","Staphylococcus phage phiNM3"
"VIRL_2599","Staphylococcus phage phiP68"
"VIRL_824","Staphylococcus phage phiPVL-CN125"
"VIRL_1889","Staphylococcus phage phiPVL108"
"VIRL_1002","Staphylococcus phage phiSauS-IPLA35"
"VIRL_1001","Staphylococcus phage phiSauS-IPLA88"
"VIRL_2444","Staphylococcus phage phiSLT"
"VIRL_1568","Staphylococcus phage PT1028"
"VIRL_2028","Staphylococcus phage ROSA"
"VIRL_2529","Staphylococcus phage SAP-2"
"VIRL_54","Staphylococcus phage SAP-26"
"VIRL_2567","Staphylococcus phage Twort"
"VIRL_2897","Staphylococcus phage X2"
"VIRL_2136","Staphylococcus prophage phi 12"
"VIRL_2135","Staphylococcus prophage phi 13"
"VIRL_2679","Staphylococcus prophage phiN315"
"VIRL_2447","Staphylococcus prophage phiPV83"
"VIRL_2692","Staphylococcus prophage PVL"
"VIRL_1683","Staphylococcus prophage tp310-1"
"VIRL_1682","Staphylococcus prophage tp310-2"
"VIRL_1681","Staphylococcus prophage tp310-3"
"VIRL_3673","Starling circovirus"
"VIRL_2647","Steller sea lion vesivirus"
"VIRL_2024","Stenotrophomonas phage phiSMA9"
"VIRL_510","Stenotrophomonas phage S1"
"VIRL_1910","Strawberry chlorotic fleck associated virus"
"VIRL_2042","Strawberry latent ringspot virus RNA1"
"VIRL_2909","Strawberry latent ringspot virus RNA2"
"VIRL_3159","Strawberry latent ringspot virus satellite RNA"
"VIRL_3179","Strawberry mild yellow edge virus"
"VIRL_1505","Strawberry mottle virus RNA 1"
"VIRL_1504","Strawberry mottle virus RNA 2"
"VIRL_461","Strawberry necrotic shock virus RNA 1"
"VIRL_462","Strawberry necrotic shock virus RNA 2"
"VIRL_463","Strawberry necrotic shock virus RNA 3"
"VIRL_1323","Strawberry pallidosis-associated virus RNA 1"
"VIRL_947","Strawberry pallidosis-associated virus RNA 2"
"VIRL_2375","Strawberry vein banding virus"
"VIRL_1911","Streptocarpus flower break virus"
"VIRL_2036","Streptococcus phage 2972"
"VIRL_1412","Streptococcus phage 5093"
"VIRL_2454","Streptococcus phage 7201"
"VIRL_1550","Streptococcus phage 858"
"VIRL_957","Streptococcus phage Abc2"
"VIRL_958","Streptococcus phage ALQ13.2"
"VIRL_2593","Streptococcus phage C1"
"VIRL_2631","Streptococcus phage Cp-1"
"VIRL_2463","Streptococcus phage DT1"
"VIRL_1397","Streptococcus phage M102"
"VIRL_1482","Streptococcus phage O1205"
"VIRL_2531","Streptococcus phage P9"
"VIRL_1411","Streptococcus phage PH10"
"VIRL_3554","Streptococcus phage PH15"
"VIRL_1725","Streptococcus phage phi3396"
"VIRL_2451","Streptococcus phage Sfi11"
"VIRL_2462","Streptococcus phage Sfi19"
"VIRL_2461","Streptococcus phage Sfi21"
"VIRL_1467","Streptococcus phage SM1"
"VIRL_992","Streptococcus phage SMP"
"VIRL_1396","Streptococcus prophage 315.1"
"VIRL_1349","Streptococcus prophage 315.2"
"VIRL_1348","Streptococcus prophage 315.4"
"VIRL_1347","Streptococcus prophage 315.5"
"VIRL_1346","Streptococcus prophage 315.6"
"VIRL_2086","Streptococcus prophage EJ-1"
"VIRL_3318","Streptococcus prophage MM1"
"VIRL_436","Streptococcus pyogenes phage 315.3"
"VIRL_1032","Streptomyces phage mu1/6"
"VIRL_2121","Streptomyces phage phiBT1"
"VIRL_2468","Streptomyces phage phiC31"
"VIRL_250","Streptomyces phage phiSASD1"
"VIRL_2713","Streptomyces phage VWB"
"VIRL_1370","Stretch Lagoon orbivirus segment 1"
"VIRL_1369","Stretch Lagoon orbivirus segment 2"
"VIRL_3286","Striped Jack nervous necrosis virus"
"VIRL_3287","Striped Jack nervous necrosis virus RNA1"
"VIRL_151","Stx1 converting phage"
"VIRL_2611","Stx2 converting phage I"
"VIRL_163","Stx2 converting phage II"
"VIRL_516","Stx2-converting phage 1717"
"VIRL_2546","Stx2-converting phage 86"
"VIRL_3068","Subterranean clover mottle virus"
"VIRL_3157","Subterranean clover mottle virus satellite RNA"
"VIRL_2207","Subterranean clover stunt virus DNA  2"
"VIRL_2208","Subterranean clover stunt virus DNA 1"
"VIRL_2206","Subterranean clover stunt virus DNA 3"
"VIRL_2205","Subterranean clover stunt virus DNA 4"
"VIRL_3171","Subterranean clover stunt virus DNA 5"
"VIRL_2204","Subterranean clover stunt virus DNA 6"
"VIRL_2203","Subterranean clover stunt virus DNA 7"
"VIRL_1494","Subterranean clover stunt virus DNA 8"
"VIRL_2684","Sudan ebolavirus"
"VIRL_2320","Sugarcane bacilliform IM virus"
"VIRL_1948","Sugarcane bacilliform Mor virus"
"VIRL_155","Sugarcane bacilliform virus"
"VIRL_3295","Sugarcane mosaic virus"
"VIRL_3409","Sugarcane streak Egypt virus - [Giza]"
"VIRL_409","Sugarcane streak mosaic virus"
"VIRL_911","Sugarcane streak Reunion virus"
"VIRL_3202","Sugarcane streak virus - [Natal]"
"VIRL_989","Sugarcane striate mosaic-associated virus"
"VIRL_3375","Sugarcane yellow leaf virus"
"VIRL_349","Suid herpesvirus 1"
"VIRL_681","Sulfolobus islandicus filamentous virus"
"VIRL_665","Sulfolobus islandicus rod-shaped virus 1"
"VIRL_666","Sulfolobus islandicus rod-shaped virus 2"
"VIRL_553","Sulfolobus spindle-shaped virus 4"
"VIRL_528","Sulfolobus spindle-shaped virus 5"
"VIRL_178","Sulfolobus spindle-shaped virus 6"
"VIRL_177","Sulfolobus spindle-shaped virus 7"
"VIRL_228","Sulfolobus turreted icosahedral virus"
"VIRL_280","Sulfolobus turreted icosahedral virus 2"
"VIRL_2503","Sulfolobus virus 1"
"VIRL_1463","Sulfolobus virus 2"
"VIRL_2583","Sulfolobus virus Kamchatka 1"
"VIRL_641","Sulfolobus virus Ragged Hills"
"VIRL_637","Sulfolobus virus STSV1"
"VIRL_199","Sunflower chlorotic mottle virus"
"VIRL_1390","Sunn hemp leaf distortion virus DNA-A"
"VIRL_526","Sus scrofa papillomavirus type 1"
"VIRL_2211","Sweet clover necrotic mosaic virus RNA 1"
"VIRL_3173","Sweet clover necrotic mosaic virus RNA 2"
"VIRL_974","Sweet potato chlorotic fleck virus"
"VIRL_1485","Sweet potato chlorotic stunt virus RNA 1"
"VIRL_2163","Sweet potato chlorotic stunt virus RNA 2"
"VIRL_2367","Sweet potato feathery mottle virus"
"VIRL_458","Sweet potato leaf curl Bengal virus - [India"
"VIRL_811","Sweet potato leaf curl Canary virus"
"VIRL_2130","Sweet potato leaf curl Georgia virus"
"VIRL_810","Sweet potato leaf curl Lanzarote virus"
"VIRL_841","Sweet potato leaf curl Spain virus"
"VIRL_3035","Sweet potato leaf curl virus"
"VIRL_2214","Sweet potato mild mottle virus"
"VIRL_1398","Sweetpotato badnavirus B"
"VIRL_677","Swinepox virus"
"VIRL_2613","Synechococcus phage P60"
"VIRL_623","Synechococcus phage S-PM2"
"VIRL_474","Synechococcus phage S-RSM4"
"VIRL_582","Synechococcus phage syn9"
"VIRL_2153","Tacaribe virus segment L"
"VIRL_2152","Tacaribe virus segment S"
"VIRL_3135","Tamana bat virus"
"VIRL_2772","Tamiami virus segment L"
"VIRL_1149","Tamiami virus segment S (small)"
"VIRL_556","Tanapox virus"
"VIRL_2706","Taro bacilliform virus"
"VIRL_1308","Taro vein chlorosis virus"
"VIRL_583","Taterapox virus"
"VIRL_327","Taura syndrome virus"
"VIRL_431","Telosma mosaic virus"
"VIRL_1580","Temperate phage phiNIH1.1"
"VIRL_552","Thalassomonas phage BA3"
"VIRL_316","Theilovirus sp"
"VIRL_636","Thermoproteus tenax spherical virus 1"
"VIRL_1350","Thermus phage IN93"
"VIRL_2536","Thermus phage P23-45"
"VIRL_744","Thermus phage P23-77"
"VIRL_2535","Thermus phage P74-26"
"VIRL_576","Thermus phage phiYS40"
"VIRL_201","Thielaviopsis basicola mitovirus"
"VIRL_1167","Thogoto virus"
"VIRL_451","Thogoto virus chromosome segment 2"
"VIRL_450","Thogoto virus chromosome segment 3"
"VIRL_2057","Thogoto virus segment 1"
"VIRL_2058","Thogoto virus segment 5"
"VIRL_1168","Thogoto virus segment 6"
"VIRL_2768","Thottapalayam virus segment L"
"VIRL_2767","Thottapalayam virus segment M"
"VIRL_1633","Thottapalayam virus segment S"
"VIRL_2719","Thrush coronavirus HKU12-600"
"VIRL_2895","Thunberg fritillary virus"
"VIRL_3431","Tick-borne encephalitis virus"
"VIRL_410","Tiger puffer nervous necrosis virus RNA 1"
"VIRL_1329","Tiger puffer nervous necrosis virus RNA2"
"VIRL_1202","Tioman virus"
"VIRL_1193","Tobacco bushy top virus"
"VIRL_269","Tobacco bushy top virus satellite-like RNA"
"VIRL_3215","Tobacco curly shoot virus"
"VIRL_3008","Tobacco curly shoot virus associated DNA 1"
"VIRL_3058","Tobacco curly shoot virus-associated DNA beta"
"VIRL_3448","Tobacco etch virus"
"VIRL_3011","Tobacco leaf curl disease associated sequence virion"
"VIRL_3034","Tobacco leaf curl Japan virus"
"VIRL_2129","Tobacco leaf curl Kochi virus"
"VIRL_1705","Tobacco leaf curl Thailand virus"
"VIRL_44","Tobacco leaf curl virus"
"VIRL_803","Tobacco leaf curl virus-associated DNA beta"
"VIRL_3066","Tobacco leaf curl Yunnan virus - [Y136]"
"VIRL_3005","Tobacco leaf curl Yunnan virus associated DNA 1"
"VIRL_3016","Tobacco leaf curl Yunnan virus satellite DNA beta"
"VIRL_375","Tobacco leaf curl Zimbabwe virus"
"VIRL_1276","Tobacco mild green mosaic virus"
"VIRL_2500","Tobacco mosaic virus"
"VIRL_2383","Tobacco necrosis satellite virus"
"VIRL_217","Tobacco necrosis virus A"
"VIRL_370","Tobacco necrosis virus D"
"VIRL_3174","Tobacco rattle virus RNA 1"
"VIRL_3172","Tobacco rattle virus RNA 2"
"VIRL_2096","Tobacco ringspot virus RNA 1"
"VIRL_2097","Tobacco ringspot virus RNA 2"
"VIRL_2191","Tobacco ringspot virus satellite RNA"
"VIRL_3161","Tobacco streak virus RNA 1"
"VIRL_3162","Tobacco streak virus RNA 2"
"VIRL_3160","Tobacco streak virus RNA 3"
"VIRL_1666","Tobacco vein banding mosaic virus"
"VIRL_371","Tobacco vein clearing virus"
"VIRL_1632","Tobacco vein distorting virus"
"VIRL_3422","Tobacco vein mottling virus"
"VIRL_834","Tobacco yellow crinkle virus-[Capsicum"
"VIRL_2202","Tobacco yellow dwarf virus"
"VIRL_3163","Tomato aspermy virus RNA 1"
"VIRL_2428","Tomato aspermy virus RNA 2"
"VIRL_3164","Tomato aspermy virus RNA 3"
"VIRL_1468","Tomato begomovirus satellite DNA beta"
"VIRL_2144","Tomato black ring virus RNA 1"
"VIRL_3063","Tomato black ring virus RNA 2"
"VIRL_3145","Tomato black ring virus satellite RNA"
"VIRL_1277","Tomato bushy stunt virus"
"VIRL_3168","Tomato bushy stunt virus satellite RNA B1"
"VIRL_1128","Tomato chino La Paz virus segment A"
"VIRL_1048","Tomato chlorosis virus RNA 1"
"VIRL_1047","Tomato chlorosis virus RNA 2"
"VIRL_3224","Tomato chlorotic mottle virus DNA A"
"VIRL_3223","Tomato chlorotic mottle virus DNA B"
"VIRL_43","Tomato chocolate spot virus RNA1"
"VIRL_42","Tomato chocolate spot virus RNA2"
"VIRL_850","Tomato common mosaic virus DNA-A"
"VIRL_849","Tomato common mosaic virus DNA-B"
"VIRL_1476","Tomato curly stunt virus"
"VIRL_2485","Tomato golden mosaic virus DNA A"
"VIRL_2484","Tomato golden mosaic virus DNA B"
"VIRL_2856","Tomato golden mottle virus DNA A"
"VIRL_1943","Tomato golden mottle virus DNA B"
"VIRL_192","Tomato infectious chlorosis virus RNA 1"
"VIRL_191","Tomato infectious chlorosis virus RNA 2"
"VIRL_885","Tomato leaf curl Arusha virus DNA-A"
"VIRL_3144","Tomato leaf curl Bangalore virus"
"VIRL_1665","Tomato leaf curl Bangalore virus-[Ban5] satellite DNA beta"
"VIRL_2137","Tomato leaf curl Bangladesh virus"
"VIRL_997","Tomato leaf curl Cameroon virus - [Cameroon"
"VIRL_860","Tomato leaf curl Cebu virus DNA-A"
"VIRL_2971","Tomato leaf curl China virus - [G32]"
"VIRL_2958","Tomato leaf curl China virus satellite DNA beta"
"VIRL_95","Tomato leaf curl Cotabato virus DNA-A"
"VIRL_55","Tomato leaf curl Ghana virus segment A"
"VIRL_1908","Tomato leaf curl Guangdong virus DNA-A"
"VIRL_889","Tomato leaf curl Guangxi virus"
"VIRL_3057","Tomato leaf curl Gujarat virus - [Varanasi] segment A"
"VIRL_2139","Tomato leaf curl Gujarat virus - [Varanasi] segment B"
"VIRL_1372","Tomato leaf curl Hainan virus"
"VIRL_888","Tomato leaf curl Hsinchu virus - [Taiwan"
"VIRL_908","Tomato leaf curl Iran virus"
"VIRL_1387","Tomato leaf curl Java virus"
"VIRL_3605","Tomato leaf curl Java virus-[Ageratum] satellite DNA"
"VIRL_2791","Tomato leaf curl Joydebpur beta virus"
"VIRL_2870","Tomato leaf curl Joydebpur virus DNA-A"
"VIRL_3142","Tomato leaf curl Karnataka virus"
"VIRL_1898","Tomato leaf curl Karnataka virus-associated DNA beta DNA-A"
"VIRL_839","Tomato leaf curl Kerala virus"
"VIRL_5","Tomato leaf curl Kumasi virus segment A"
"VIRL_2138","Tomato leaf curl Laos virus"
"VIRL_2913","Tomato leaf curl Madagascar virus"
"VIRL_2126","Tomato leaf curl Malaysia virus"
"VIRL_231","Tomato leaf curl Mali virus"
"VIRL_2912","Tomato leaf curl Mayotte virus"
"VIRL_859","Tomato leaf curl Mindanao virus DNA-A"
"VIRL_3048","Tomato leaf curl New Delhi virus DNA A"
"VIRL_3047","Tomato leaf curl New Delhi virus DNA B"
"VIRL_2966","Tomato leaf curl New Delhi virus-associated DNA beta"
"VIRL_1585","Tomato leaf curl Nigeria virus-[Nigeria"
"VIRL_1","Tomato leaf curl Oman virus"
"VIRL_1408","Tomato leaf curl Pakistan virus associated DNA 1"
"VIRL_892","Tomato leaf curl Pakistan virus segment A"
"VIRL_1619","Tomato leaf curl Palampur virus"
"VIRL_1618","Tomato leaf curl Palampur virus"
"VIRL_4","Tomato leaf curl Patna virus DNA-A"
"VIRL_3","Tomato leaf curl Patna virus satellite DNA beta"
"VIRL_2705","Tomato leaf curl Philippine virus satellite DNA beta"
"VIRL_3015","Tomato leaf curl Philippines virus"
"VIRL_1901","Tomato leaf curl Pune virus"
"VIRL_884","Tomato leaf curl Seychelles virus"
"VIRL_872","Tomato leaf curl Sinaloa virus DNA A"
"VIRL_873","Tomato leaf curl Sinaloa virus DNA B"
"VIRL_2127","Tomato leaf curl Sri Lanka virus"
"VIRL_2961","Tomato leaf curl Sudan virus - [Gezira]"
"VIRL_2","Tomato leaf curl Sulawesi virus DNA-A"
"VIRL_3141","Tomato leaf curl Taiwan virus"
"VIRL_1586","Tomato leaf curl Togo virus-[Togo"
"VIRL_917","Tomato leaf curl Vietnam virus DNA A"
"VIRL_3143","Tomato leaf curl virus"
"VIRL_3346","Tomato leaf curl virus satellite DNA"
"VIRL_3028","Tomato leaf curl virus-associated DNA beta"
"VIRL_1897","Tomato leaf curl virus-Pune-associated DNA beta DNA-A"
"VIRL_27","Tomato leaf deformation virus DNA-A"
"VIRL_1612","Tomato marchitez virus RNA 1"
"VIRL_1611","Tomato marchitez virus RNA 2"
"VIRL_852","Tomato mild mosaic virus DNA-A"
"VIRL_851","Tomato mild mosaic virus DNA-B"
"VIRL_1715","Tomato mild yellow leaf curl Aragua virus DNA A"
"VIRL_1714","Tomato mild yellow leaf curl Aragua virus DNA B"
"VIRL_3149","Tomato mosaic Havana virus DNA A"
"VIRL_2195","Tomato mosaic Havana virus DNA B"
"VIRL_1427","Tomato mosaic leaf curl virus DNA A"
"VIRL_1426","Tomato mosaic leaf curl virus DNA B"
"VIRL_413","Tomato mosaic virus"
"VIRL_2369","Tomato mottle Taino virus DNA A"
"VIRL_2364","Tomato mottle Taino virus DNA B"
"VIRL_3394","Tomato mottle virus DNA A"
"VIRL_3393","Tomato mottle virus DNA B"
"VIRL_2201","Tomato pseudo-curly top virus"
"VIRL_2199","Tomato ringspot virus RNA 1"
"VIRL_2200","Tomato ringspot virus RNA 2"
"VIRL_2341","Tomato rugose mosaic virus DNA A"
"VIRL_2340","Tomato rugose mosaic virus DNA B"
"VIRL_3038","Tomato severe leaf curl virus"
"VIRL_871","Tomato severe rugose virus DNA A"
"VIRL_1691","Tomato severe rugose virus DNA B"
"VIRL_3380","Tomato spotted wilt virus genomic RNA"
"VIRL_3379","Tomato spotted wilt virus RNA L"
"VIRL_2464","Tomato spotted wilt virus RNA M"
"VIRL_1728","Tomato torrado virus RNA1"
"VIRL_1724","Tomato torrado virus RNA2"
"VIRL_1674","Tomato yellow dwarf disease associated satellite DNA beta-[Kochi] virus"
"VIRL_3131","Tomato yellow leaf curl China virus"
"VIRL_3007","Tomato yellow leaf curl China virus associated DNA 1"
"VIRL_3059","Tomato yellow leaf curl China virus satellite DNA beta"
"VIRL_1907","Tomato yellow leaf curl Guangdong virus DNA-A"
"VIRL_1916","Tomato yellow leaf curl Indonesia virus-[Lembang]"
"VIRL_6","Tomato yellow leaf curl Kanchanaburi virus DNA A"
"VIRL_7","Tomato yellow leaf curl Kanchanaburi virus DNA B"
"VIRL_913","Tomato yellow leaf curl Malaga virus"
"VIRL_2002","Tomato yellow leaf curl Mali virus-associated DNA beta"
"VIRL_3167","Tomato yellow leaf curl Sardinia virus"
"VIRL_996","Tomato yellow leaf curl Thailand betasatellite - [India"
"VIRL_3006","Tomato yellow leaf curl Thailand virus associated DNA 1"
"VIRL_3377","Tomato yellow leaf curl Thailand virus DNA A"
"VIRL_3376","Tomato yellow leaf curl Thailand virus DNA B"
"VIRL_3019","Tomato yellow leaf curl Thailand virus satellite DNA beta"
"VIRL_876","Tomato yellow leaf curl Vietnam virus DNA-A"
"VIRL_2814","Tomato yellow leaf curl Vietnam virus satellite DNA beta"
"VIRL_1389","Tomato yellow leaf curl virus"
"VIRL_2792","Tomato yellow leaf curl virus-associated DNA beta"
"VIRL_1425","Tomato yellow margin leaf curl virus DNA A"
"VIRL_1424","Tomato yellow margin leaf curl virus DNA B"
"VIRL_896","Tomato yellow spot virus DNA-A"
"VIRL_895","Tomato yellow spot virus DNA-B"
"VIRL_844","Tomato yellow vein streak virus DNA-A"
"VIRL_843","Tomato yellow vein streak virus DNA-B"
"VIRL_1542","Tomato zonate spot virus segment L"
"VIRL_1647","Tomato zonate spot virus segment M"
"VIRL_1543","Tomato zonate spot virus segment S"
"VIRL_307","Torque teno canis virus"
"VIRL_291","Torque teno douroucouli virus"
"VIRL_306","Torque teno felis virus"
"VIRL_317","Torque teno midi virus 1"
"VIRL_285","Torque teno midi virus 2"
"VIRL_281","Torque teno mini virus 1"
"VIRL_292","Torque teno mini virus 2"
"VIRL_290","Torque teno mini virus 3"
"VIRL_288","Torque teno mini virus 4"
"VIRL_289","Torque teno mini virus 5"
"VIRL_283","Torque teno mini virus 6"
"VIRL_296","Torque teno mini virus 7"
"VIRL_310","Torque teno mini virus 8"
"VIRL_330","Torque teno mini virus 9"
"VIRL_308","Torque teno sus virus 1"
"VIRL_286","Torque teno sus virus 2"
"VIRL_293","Torque teno tamarin virus"
"VIRL_331","Torque teno virus 1"
"VIRL_302","Torque teno virus 10"
"VIRL_303","Torque teno virus 12"
"VIRL_301","Torque teno virus 14"
"VIRL_282","Torque teno virus 15"
"VIRL_287","Torque teno virus 16"
"VIRL_300","Torque teno virus 19"
"VIRL_46","Torque teno virus 2"
"VIRL_295","Torque teno virus 25"
"VIRL_299","Torque teno virus 26"
"VIRL_304","Torque teno virus 27"
"VIRL_305","Torque teno virus 28"
"VIRL_297","Torque teno virus 3"
"VIRL_309","Torque teno virus 4"
"VIRL_284","Torque teno virus 6"
"VIRL_298","Torque teno virus 7"
"VIRL_294","Torque teno virus 8"
"VIRL_2922","Toscana virus segment L"
"VIRL_2408","Toscana virus segment M"
"VIRL_2923","Toscana virus segment S"
"VIRL_1324","Transmissible gastroenteritis virus"
"VIRL_2143","Tree shrew adenovirus"
"VIRL_367","Triatoma virus"
"VIRL_224","Trichechus manatus latirostris papillomavirus type 1"
"VIRL_167","Trichodysplasia spinulosa-associated polyomavirus"
"VIRL_3169","Trichomonas vaginalis virus"
"VIRL_976","Trichomonas vaginalis virus 3"
"VIRL_2194","Trichomonas vaginalis virus II"
"VIRL_3671","Trichoplusia ni ascovirus 2c"
